ID_kod,Zwolnienie,Bezwzgledny_obowiazek,Uwagi
187,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
188,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
189,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
190,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
191,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
192,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
193,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
194,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
195,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
196,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
197,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
198,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
199,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
200,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
201,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
202,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
203,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
204,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
205,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
206,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
207,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
208,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
209,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
210,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
211,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
212,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
213,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
214,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
215,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
216,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
217,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
218,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
219,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
220,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
221,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
222,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
223,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
224,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
225,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
226,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
227,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
228,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
229,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
230,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
231,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
232,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
233,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
234,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
235,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
236,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
237,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
238,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
239,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
240,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
241,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
242,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
243,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
244,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
245,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
246,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
247,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
248,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
249,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
250,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
251,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
252,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
253,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
254,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
255,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
256,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
257,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
258,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
259,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
260,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
261,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
262,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
263,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
264,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
265,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
266,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
267,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
268,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
269,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
270,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
271,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
272,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
273,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
274,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
275,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
276,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
277,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
278,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
279,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
280,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
281,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
282,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
283,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
284,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
285,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
286,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
287,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
288,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
289,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
290,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
291,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
292,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
293,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
294,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
295,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
296,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
297,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
298,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
299,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
300,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
301,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
302,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
303,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
304,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
305,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
306,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
307,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
308,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
309,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
310,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
311,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
312,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
313,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
314,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
315,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
316,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
317,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
318,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
319,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
320,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
321,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
322,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
323,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
324,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
325,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
326,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
327,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
328,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
329,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
330,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
331,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
332,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
333,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
334,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
335,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
336,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
337,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
338,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
339,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
340,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
341,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
342,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
343,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
344,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
345,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
346,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
347,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
348,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
349,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
